VariationID,VCV,RS# (dbSNP)_new,Gene,Submitter,date_old,ClinicalSignificance_old,ClinicalSignificance_old_norm,date_new,ClinicalSignificance_new,ClinicalSignificance_new_norm,SCV_old,SCV_new,change_type,citation_pmids,citation_count
54949,VCV000054949,80356923,BRCA1,CONFLICT: Counsyl,,Multiple interpretations exist,Conflicting interpretations,2014-12-05,Likely pathogenic,Likely pathogenic,,SCV000220938.3,conflicting_interpretations,"['24884479', '11597388', '11595708', '24719479', '9150151', '24249303']",6
54926,VCV000054926,80356944,BRCA1,CONFLICT: Quest Diagnostics Nichols Institute San Juan Capistrano,,Multiple interpretations exist,Conflicting interpretations,2016-03-31,Uncertain significance,Uncertain significance,,SCV000296448.2,conflicting_interpretations,"['24372583', '26467025', '26295337']",3
54926,VCV000054926,80356944,BRCA1,"CONFLICT: University of Washington Department of Laboratory Medicine, University of Washington",,Multiple interpretations exist,Conflicting interpretations,2023-03-23,Likely benign,Likely benign,,SCV003848336.1,conflicting_interpretations,"['31911673', '31911673']",2
54907,VCV000054907,80357206,BRCA1,CONFLICT: Quest Diagnostics Nichols Institute San Juan Capistrano,,Multiple interpretations exist,Conflicting interpretations,2024-04-16,Uncertain significance,Uncertain significance,,SCV001133554.4,conflicting_interpretations,"['31911673', '16518693', '15385441', '26467025']",4
54907,VCV000054907,80357206,BRCA1,"CONFLICT: University of Washington Department of Laboratory Medicine, University of Washington",,Multiple interpretations exist,Conflicting interpretations,2023-03-23,Likely benign,Likely benign,,SCV003851834.1,conflicting_interpretations,"['31911673', '31911673']",2
54936,VCV000054936,80357294,BRCA1,"CONFLICT: Color Diagnostics, LLC DBA Color Health",,Multiple interpretations exist,Conflicting interpretations,2020-11-23,Uncertain significance,Uncertain significance,,SCV001734603.1,conflicting_interpretations,['25741868'],1
54936,VCV000054936,80357294,BRCA1,"CONFLICT: University of Washington Department of Laboratory Medicine, University of Washington",,Multiple interpretations exist,Conflicting interpretations,2023-03-23,Likely benign,Likely benign,,SCV003848203.1,conflicting_interpretations,"['31911673', '31911673']",2
54904,VCV000054904,397509078,BRCA1,"CONFLICT: Research Institute, Aichi Cancer Center",,Multiple interpretations exist,Conflicting interpretations,2022-02-01,Pathogenic,Pathogenic,,SCV002503888.2,conflicting_interpretations,['25741868'],1
54904,VCV000054904,397509078,BRCA1,"CONFLICT: ClinVar Staff, National Center for Biotechnology Information (NCBI)",,Multiple interpretations exist,Conflicting interpretations,2018-01-25,not provided,Unknown,,SCV000679252.1,conflicting_interpretations,['19016756'],1
54910,VCV000054910,397509080,BRCA1,"CONFLICT: ClinVar Staff, National Center for Biotechnology Information (NCBI)",,Multiple interpretations exist,Conflicting interpretations,2018-01-25,not provided,Unknown,,SCV000679611.1,conflicting_interpretations,['22798144'],1
54917,VCV000054917,80356975,BRCA1,CONFLICT: Quest Diagnostics Nichols Institute San Juan Capistrano,,Multiple interpretations exist,Conflicting interpretations,2023-08-14,Uncertain significance,Uncertain significance,,SCV001133557.4,conflicting_interpretations,"['21810505', '27376475', '18284688', '15385441', '30287823', '23704879', '32658311', '31911673', '26467025']",9
54917,VCV000054917,80356975,BRCA1,"CONFLICT: Color Diagnostics, LLC DBA Color Health",,Multiple interpretations exist,Conflicting interpretations,2016-08-06,Likely benign,Likely benign,,SCV000911108.1,conflicting_interpretations,['25741868'],1
54912,VCV000054912,80357032,BRCA1,"CONFLICT: University of Washington Department of Laboratory Medicine, University of Washington",,Multiple interpretations exist,Conflicting interpretations,2023-03-23,Likely benign,Likely benign,,SCV003850293.1,conflicting_interpretations,"['31911673', '31911673']",2
54908,VCV000054908,80357027,BRCA1,"CONFLICT: University of Washington Department of Laboratory Medicine, University of Washington",,Multiple interpretations exist,Conflicting interpretations,2023-03-23,Likely benign,Likely benign,,SCV003851723.1,conflicting_interpretations,"['31911673', '31911673']",2
54931,VCV000054931,56214134,BRCA1,"CONFLICT: Women's Health and Genetics/Laboratory Corporation of America, LabCorp",,Multiple interpretations exist,Conflicting interpretations,2016-03-18,Benign,Benign,,SCV000699044.1,conflicting_interpretations,"['9544765', '22034289', '24607278', '21520273', '17279547', '18273839', '14722926', '16267036', '21120943', '18284688', '20104584', '15726418']",12
54931,VCV000054931,56214134,BRCA1,"CONFLICT: Color Diagnostics, LLC DBA Color Health",,Multiple interpretations exist,Conflicting interpretations,2015-04-20,Likely benign,Likely benign,,SCV000683115.2,conflicting_interpretations,['25741868'],1
54914,VCV000054914,730882057,BRCA1,"CONFLICT: ClinVar Staff, National Center for Biotechnology Information (NCBI)",,Multiple interpretations exist,Conflicting interpretations,2018-01-25,not provided,Unknown,,SCV000679258.1,conflicting_interpretations,['11463009'],1
54890,VCV000054890,80357175,BRCA1,"CONFLICT: Genetic Services Laboratory, University of Chicago",,Multiple interpretations exist,Conflicting interpretations,2016-09-29,Uncertain significance,Uncertain significance,,SCV000593681.1,conflicting_interpretations,['25741868'],1
54890,VCV000054890,80357175,BRCA1,"CONFLICT: Color Diagnostics, LLC DBA Color Health",,Multiple interpretations exist,Conflicting interpretations,2015-04-28,Likely benign,Likely benign,,SCV000902880.1,conflicting_interpretations,['25741868'],1
54900,VCV000054900,397509075,BRCA1,"CONFLICT: ClinVar Staff, National Center for Biotechnology Information (NCBI)",,Multiple interpretations exist,Conflicting interpretations,2018-01-25,not provided,Unknown,,SCV000679550.1,conflicting_interpretations,['18680205'],1
54900,VCV000054900,397509075,BRCA1,"CONFLICT: Color Diagnostics, LLC DBA Color Health",,Multiple interpretations exist,Conflicting interpretations,2019-04-08,Uncertain significance,Uncertain significance,,SCV000909302.2,conflicting_interpretations,['25741868'],1
54900,VCV000054900,397509075,BRCA1,"CONFLICT: University of Washington Department of Laboratory Medicine, University of Washington",,Multiple interpretations exist,Conflicting interpretations,2023-03-23,Likely benign,Likely benign,,SCV003846650.1,conflicting_interpretations,"['31911673', '31911673']",2
54891,VCV000054891,80357484,BRCA1,"CONFLICT: Color Diagnostics, LLC DBA Color Health",,Multiple interpretations exist,Conflicting interpretations,2019-06-16,Uncertain significance,Uncertain significance,,SCV000909303.2,conflicting_interpretations,['25741868'],1
54891,VCV000054891,80357484,BRCA1,CONFLICT: Evidence-based Network for the Interpretation of Germline Mutant Alleles (ENIGMA),,Multiple interpretations exist,Conflicting interpretations,2015-08-10,Benign,Benign,,SCV000244341.1,conflicting_interpretations,['21990134'],1
54891,VCV000054891,80357484,BRCA1,"CONFLICT: Labcorp Genetics (formerly Invitae), Labcorp",,Multiple interpretations exist,Conflicting interpretations,2021-08-31,Likely benign,Likely benign,,SCV002380754.4,conflicting_interpretations,['28492532'],1
54887,VCV000054887,80357272,BRCA1,"CONFLICT: Laboratory of Molecular Diagnosis of Cancer, West China Hospital, Sichuan University",,Multiple interpretations exist,Conflicting interpretations,2015-11-01,Uncertain significance,Uncertain significance,,SCV000265876.1,conflicting_interpretations,"['27257965', '25741868', '27257965', '27257965']",4
54887,VCV000054887,80357272,BRCA1,"CONFLICT: Color Diagnostics, LLC DBA Color Health",,Multiple interpretations exist,Conflicting interpretations,2015-12-30,Likely benign,Likely benign,,SCV000902976.1,conflicting_interpretations,['25741868'],1
54887,VCV000054887,80357272,BRCA1,"CONFLICT: Women's Health and Genetics/Laboratory Corporation of America, LabCorp",,Multiple interpretations exist,Conflicting interpretations,2022-06-23,Benign,Benign,,SCV000699033.2,conflicting_interpretations,"['16267036', '16518693', '15385441', '15235020', '14973102', '23555315', '19491284', '17453335', '22217648', '8723683', '15353005', '11149425', '10340909', '26689913', '29681614']",15
54887,VCV000054887,80357272,BRCA1,"CONFLICT: Laboratory of Molecular Epidemiology of Birth Defects, West China Second University Hospital, Sichuan University",,Multiple interpretations exist,Conflicting interpretations,2022-01-01,Likely pathogenic,Likely pathogenic,,SCV003843686.1,conflicting_interpretations,['25741868'],1
54892,VCV000054892,397509070,BRCA1,"CONFLICT: ClinVar Staff, National Center for Biotechnology Information (NCBI)",,Multiple interpretations exist,Conflicting interpretations,2018-01-25,not provided,Unknown,,SCV000679251.1,conflicting_interpretations,['12442275'],1
54911,VCV000054911,56336919,BRCA1,"CONFLICT: Genetic Services Laboratory, University of Chicago",,Multiple interpretations exist,Conflicting interpretations,2021-01-08,Uncertain significance,Uncertain significance,,SCV002066796.1,conflicting_interpretations,['25741868'],1
54911,VCV000054911,56336919,BRCA1,"CONFLICT: Color Diagnostics, LLC DBA Color Health",,Multiple interpretations exist,Conflicting interpretations,2016-05-11,Likely benign,Likely benign,,SCV000911018.1,conflicting_interpretations,['25741868'],1
54911,VCV000054911,56336919,BRCA1,CONFLICT: Evidence-based Network for the Interpretation of Germline Mutant Alleles (ENIGMA),,Multiple interpretations exist,Conflicting interpretations,2019-06-18,Benign,Benign,,SCV001161585.2,conflicting_interpretations,['31131967'],1
54905,VCV000054905,273899708,BRCA1,"CONFLICT: Labcorp Genetics (formerly Invitae), Labcorp",,Multiple interpretations exist,Conflicting interpretations,2022-05-29,Uncertain significance,Uncertain significance,,SCV003496248.3,conflicting_interpretations,"['26848529', '30702160', '31825140', '28492532']",4
54905,VCV000054905,273899708,BRCA1,"CONFLICT: University of Washington Department of Laboratory Medicine, University of Washington",,Multiple interpretations exist,Conflicting interpretations,2023-03-23,Likely benign,Likely benign,,SCV003851891.1,conflicting_interpretations,"['31911673', '31911673']",2
54876,VCV000054876,80358337,BRCA1,CONFLICT: Counsyl,,Multiple interpretations exist,Conflicting interpretations,2016-06-14,Uncertain significance,Uncertain significance,,SCV000488758.3,conflicting_interpretations,['16267036'],1
54876,VCV000054876,80358337,BRCA1,"CONFLICT: Color Diagnostics, LLC DBA Color Health",,Multiple interpretations exist,Conflicting interpretations,2015-07-29,Likely benign,Likely benign,,SCV000683102.2,conflicting_interpretations,['25741868'],1
54884,VCV000054884,80356922,BRCA1,"CONFLICT: University of Washington Department of Laboratory Medicine, University of Washington",,Multiple interpretations exist,Conflicting interpretations,2023-03-23,Likely benign,Likely benign,,SCV003848645.1,conflicting_interpretations,"['31911673', '31911673']",2
54889,VCV000054889,397509069,BRCA1,"CONFLICT: ClinVar Staff, National Center for Biotechnology Information (NCBI)",,Multiple interpretations exist,Conflicting interpretations,2018-01-25,not provided,Unknown,,SCV000679250.1,conflicting_interpretations,['20858050'],1
54873,VCV000054873,80357228,BRCA1,"CONFLICT: Michigan Medical Genetics Laboratories, University of Michigan",,Multiple interpretations exist,Conflicting interpretations,2014-11-03,Uncertain significance,Uncertain significance,,SCV000195919.1,conflicting_interpretations,['25741868'],1
54873,VCV000054873,80357228,BRCA1,"CONFLICT: Color Diagnostics, LLC DBA Color Health",,Multiple interpretations exist,Conflicting interpretations,2016-02-22,Likely benign,Likely benign,,SCV000902967.1,conflicting_interpretations,['25741868'],1
54873,VCV000054873,80357228,BRCA1,CONFLICT: Evidence-based Network for the Interpretation of Germline Mutant Alleles (ENIGMA),,Multiple interpretations exist,Conflicting interpretations,2019-06-18,Benign,Benign,,SCV001161584.2,conflicting_interpretations,['31131967'],1
54888,VCV000054888,397509068,BRCA1,"CONFLICT: ClinVar Staff, National Center for Biotechnology Information (NCBI)",,Multiple interpretations exist,Conflicting interpretations,2018-01-25,not provided,Unknown,,SCV000679548.1,conflicting_interpretations,['21614564'],1
54879,VCV000054879,80356843,BRCA1,"CONFLICT: Labcorp Genetics (formerly Invitae), Labcorp",,Multiple interpretations exist,Conflicting interpretations,2024-06-12,Likely benign,Likely benign,,SCV001664803.5,conflicting_interpretations,['28492532'],1
54874,VCV000054874,397509064,BRCA1,"CONFLICT: ClinVar Staff, National Center for Biotechnology Information (NCBI)",,Multiple interpretations exist,Conflicting interpretations,2018-01-25,not provided,Unknown,,SCV000679248.1,conflicting_interpretations,['22333603'],1
54869,VCV000054869,80357329,BRCA1,"CONFLICT: University of Washington Department of Laboratory Medicine, University of Washington",,Multiple interpretations exist,Conflicting interpretations,2023-03-23,Likely benign,Likely benign,,SCV003850412.1,conflicting_interpretations,"['31911673', '31911673']",2
54869,VCV000054869,80357329,BRCA1,"CONFLICT: Labcorp Genetics (formerly Invitae), Labcorp",,Multiple interpretations exist,Conflicting interpretations,2024-12-06,Benign,Benign,,SCV001732064.5,conflicting_interpretations,['28492532'],1
54880,VCV000054880,80357434,BRCA1,CONFLICT: Ambry Genetics,,Multiple interpretations exist,Conflicting interpretations,2018-08-13,Uncertain significance,Uncertain significance,,SCV001181731.4,conflicting_interpretations,['23704879'],1
54880,VCV000054880,80357434,BRCA1,"CONFLICT: University of Washington Department of Laboratory Medicine, University of Washington",,Multiple interpretations exist,Conflicting interpretations,2023-03-23,Likely benign,Likely benign,,SCV003848656.1,conflicting_interpretations,"['31911673', '31911673']",2
54872,VCV000054872,397509063,BRCA1,"CONFLICT: ClinVar Staff, National Center for Biotechnology Information (NCBI)",,Multiple interpretations exist,Conflicting interpretations,2018-01-25,not provided,Unknown,,SCV000679547.1,conflicting_interpretations,['16337994'],1
54857,VCV000054857,397509060,BRCA1,"CONFLICT: Color Diagnostics, LLC DBA Color Health",,Multiple interpretations exist,Conflicting interpretations,2020-01-15,Pathogenic,Pathogenic,,SCV001348543.2,conflicting_interpretations,['25741868'],1
54857,VCV000054857,397509060,BRCA1,"CONFLICT: ClinVar Staff, National Center for Biotechnology Information (NCBI)",,Multiple interpretations exist,Conflicting interpretations,2018-01-25,not provided,Unknown,,SCV000679545.1,conflicting_interpretations,['16515586'],1
54853,VCV000054853,55909400,BRCA1,"CONFLICT: Women's Health and Genetics/Laboratory Corporation of America, LabCorp",,Multiple interpretations exist,Conflicting interpretations,2017-11-16,Uncertain significance,Uncertain significance,,SCV000916724.1,conflicting_interpretations,"['16267036', '15726418', '15385441']",3
54853,VCV000054853,55909400,BRCA1,CONFLICT: Ambry Genetics,,Multiple interpretations exist,Conflicting interpretations,2019-06-17,Likely benign,Likely benign,,SCV000273771.7,conflicting_interpretations,['15726418'],1
54853,VCV000054853,55909400,BRCA1,"CONFLICT: Myriad Genetics, Inc.",,Multiple interpretations exist,Conflicting interpretations,2024-09-19,Benign,Benign,,SCV005405003.1,conflicting_interpretations,['25085752'],1
54860,VCV000054860,80356867,BRCA1,CONFLICT: Counsyl,,Multiple interpretations exist,Conflicting interpretations,2017-08-18,Uncertain significance,Uncertain significance,,SCV000785481.3,conflicting_interpretations,"['18092194', '25777348']",2
54860,VCV000054860,80356867,BRCA1,"CONFLICT: University of Washington Department of Laboratory Medicine, University of Washington",,Multiple interpretations exist,Conflicting interpretations,2023-03-23,Likely benign,Likely benign,,SCV003850668.1,conflicting_interpretations,"['31911673', '31911673']",2
54893,VCV000054893,397509071,BRCA1,"CONFLICT: ClinVar Staff, National Center for Biotechnology Information (NCBI)",,Multiple interpretations exist,Conflicting interpretations,2018-01-25,not provided,Unknown,,SCV000679549.1,conflicting_interpretations,['12170759'],1
54893,VCV000054893,397509071,BRCA1,CONFLICT: Ambry Genetics,,Multiple interpretations exist,Conflicting interpretations,2022-01-25,Uncertain significance,Uncertain significance,,SCV002612990.2,conflicting_interpretations,"['12170759', '25823446', '30675319']",3
54877,VCV000054877,397509065,BRCA1,"CONFLICT: ClinVar Staff, National Center for Biotechnology Information (NCBI)",,Multiple interpretations exist,Conflicting interpretations,2018-01-25,not provided,Unknown,,SCV000679610.1,conflicting_interpretations,['17557253'],1
54844,VCV000054844,80357312,BRCA1,"CONFLICT: Human Genetics Bochum, Ruhr University Bochum",,Multiple interpretations exist,Conflicting interpretations,2022-08-15,Uncertain significance,Uncertain significance,,SCV002758578.1,conflicting_interpretations,['25741868'],1
54844,VCV000054844,80357312,BRCA1,"CONFLICT: Myriad Genetics, Inc.",,Multiple interpretations exist,Conflicting interpretations,2024-03-11,Benign,Benign,,SCV004931004.1,conflicting_interpretations,['25085752'],1
54878,VCV000054878,80357101,BRCA1,CONFLICT: Counsyl,,Multiple interpretations exist,Conflicting interpretations,2018-03-13,Uncertain significance,Uncertain significance,,SCV000786176.3,conflicting_interpretations,"['9333265', '15385441']",2
54878,VCV000054878,80357101,BRCA1,"CONFLICT: University of Washington Department of Laboratory Medicine, University of Washington",,Multiple interpretations exist,Conflicting interpretations,2023-03-23,Likely benign,Likely benign,,SCV003848700.1,conflicting_interpretations,"['31911673', '31911673']",2
54855,VCV000054855,80356949,BRCA1,CONFLICT: Quest Diagnostics Nichols Institute San Juan Capistrano,,Multiple interpretations exist,Conflicting interpretations,2022-09-15,Uncertain significance,Uncertain significance,,SCV001133550.4,conflicting_interpretations,"['16267036', '33471991', '26467025']",3
54855,VCV000054855,80356949,BRCA1,"CONFLICT: Color Diagnostics, LLC DBA Color Health",,Multiple interpretations exist,Conflicting interpretations,2016-09-27,Likely benign,Likely benign,,SCV000906799.1,conflicting_interpretations,['25741868'],1
54852,VCV000054852,80358336,BRCA1,"CONFLICT: Department of Pathology and Laboratory Medicine, Sinai Health System",,Multiple interpretations exist,Conflicting interpretations,2021-03-24,Uncertain significance,Uncertain significance,,SCV005915367.1,conflicting_interpretations,"['31336956', '31706072', '32438681', '25741868']",4
54852,VCV000054852,80358336,BRCA1,CONFLICT: Evidence-based Network for the Interpretation of Germline Mutant Alleles (ENIGMA),,Multiple interpretations exist,Conflicting interpretations,2019-06-18,Benign,Benign,,SCV001161583.2,conflicting_interpretations,['31131967'],1
54852,VCV000054852,80358336,BRCA1,"CONFLICT: Labcorp Genetics (formerly Invitae), Labcorp",,Multiple interpretations exist,Conflicting interpretations,2025-01-07,Likely benign,Likely benign,,SCV000933122.7,conflicting_interpretations,['28492532'],1
54834,VCV000054834,80357288,BRCA1,"CONFLICT: Color Diagnostics, LLC DBA Color Health",,Multiple interpretations exist,Conflicting interpretations,2021-06-21,Uncertain significance,Uncertain significance,,SCV001348546.2,conflicting_interpretations,['25741868'],1
54834,VCV000054834,80357288,BRCA1,"CONFLICT: University of Washington Department of Laboratory Medicine, University of Washington",,Multiple interpretations exist,Conflicting interpretations,2023-03-23,Likely benign,Likely benign,,SCV003846969.1,conflicting_interpretations,"['31911673', '31911673']",2
54832,VCV000054832,80357135,BRCA1,CONFLICT: Quest Diagnostics Nichols Institute San Juan Capistrano,,Multiple interpretations exist,Conflicting interpretations,2023-08-24,Uncertain significance,Uncertain significance,,SCV000887666.3,conflicting_interpretations,"['31911673', '26467025']",2
54832,VCV000054832,80357135,BRCA1,"CONFLICT: University of Washington Department of Laboratory Medicine, University of Washington",,Multiple interpretations exist,Conflicting interpretations,2023-03-23,Likely benign,Likely benign,,SCV003847002.1,conflicting_interpretations,"['31911673', '31911673']",2
54840,VCV000054840,80358335,BRCA1,CONFLICT: Counsyl,,Multiple interpretations exist,Conflicting interpretations,2015-12-22,Uncertain significance,Uncertain significance,,SCV000488064.3,conflicting_interpretations,"['25036526', '16267036', '22486713', '23867111']",4
54840,VCV000054840,80358335,BRCA1,"CONFLICT: Color Diagnostics, LLC DBA Color Health",,Multiple interpretations exist,Conflicting interpretations,2015-06-01,Likely benign,Likely benign,,SCV000902793.1,conflicting_interpretations,['25741868'],1
54840,VCV000054840,80358335,BRCA1,CONFLICT: Quest Diagnostics Nichols Institute San Juan Capistrano,,Multiple interpretations exist,Conflicting interpretations,2019-01-14,Benign,Benign,,SCV000600326.3,conflicting_interpretations,"['23867111', '16267036', '22486713', '25036526', '26911350', '26467025']",6
54814,VCV000054814,80356901,BRCA1,CONFLICT: Counsyl,,Multiple interpretations exist,Conflicting interpretations,2017-11-08,Uncertain significance,Uncertain significance,,SCV000785722.3,conflicting_interpretations,"['15235020', '16267036', '16518693']",3
54814,VCV000054814,80356901,BRCA1,"CONFLICT: University of Washington Department of Laboratory Medicine, University of Washington",,Multiple interpretations exist,Conflicting interpretations,2023-03-23,Likely benign,Likely benign,,SCV003848886.1,conflicting_interpretations,"['31911673', '31911673']",2
54831,VCV000054831,80356900,BRCA1,CONFLICT: Quest Diagnostics Nichols Institute San Juan Capistrano,,Multiple interpretations exist,Conflicting interpretations,2017-06-07,Uncertain significance,Uncertain significance,,SCV000600325.2,conflicting_interpretations,"['16267036', '22366370', '21120943', '25348012', '26467025']",5
54831,VCV000054831,80356900,BRCA1,"CONFLICT: Color Diagnostics, LLC DBA Color Health",,Multiple interpretations exist,Conflicting interpretations,2017-05-08,Likely benign,Likely benign,,SCV001344321.1,conflicting_interpretations,['25741868'],1
54817,VCV000054817,397509051,BRCA1,CONFLICT: Counsyl,,Multiple interpretations exist,Conflicting interpretations,2014-08-25,Likely pathogenic,Likely pathogenic,,SCV000220631.3,conflicting_interpretations,"['18821011', '21120943']",2
54817,VCV000054817,397509051,BRCA1,CONFLICT: Ambry Genetics,,Multiple interpretations exist,Conflicting interpretations,2019-01-30,Pathogenic,Pathogenic,,SCV001181053.4,conflicting_interpretations,['18821011'],1
54820,VCV000054820,273899704,BRCA1,"CONFLICT: Color Diagnostics, LLC DBA Color Health",,Multiple interpretations exist,Conflicting interpretations,2019-04-12,Uncertain significance,Uncertain significance,,SCV000688430.4,conflicting_interpretations,['25741868'],1
54820,VCV000054820,273899704,BRCA1,"CONFLICT: University of Washington Department of Laboratory Medicine, University of Washington",,Multiple interpretations exist,Conflicting interpretations,2023-03-23,Likely benign,Likely benign,,SCV003847136.1,conflicting_interpretations,"['31911673', '31911673']",2
54802,VCV000054802,80357313,BRCA1,"CONFLICT: University of Washington Department of Laboratory Medicine, University of Washington",,Multiple interpretations exist,Conflicting interpretations,2023-03-23,Likely benign,Likely benign,,SCV003850732.1,conflicting_interpretations,"['31911673', '31911673']",2
54812,VCV000054812,80357172,BRCA1,"CONFLICT: All of Us Research Program, National Institutes of Health",,Multiple interpretations exist,Conflicting interpretations,2023-03-04,Uncertain Significance,Uncertain significance,,SCV004815581.1,conflicting_interpretations,['25741868'],1
54812,VCV000054812,80357172,BRCA1,"CONFLICT: University of Washington Department of Laboratory Medicine, University of Washington",,Multiple interpretations exist,Conflicting interpretations,2023-03-23,Likely benign,Likely benign,,SCV003848908.1,conflicting_interpretations,"['31911673', '31911673']",2
54822,VCV000054822,80357686,BRCA1,"CONFLICT: ClinVar Staff, National Center for Biotechnology Information (NCBI)",,Multiple interpretations exist,Conflicting interpretations,2018-01-25,not provided,Unknown,,SCV000679544.1,conflicting_interpretations,['15340362'],1
54800,VCV000054800,80357263,BRCA1,"CONFLICT: Department of Pathology and Molecular Medicine, Queen's University",,Multiple interpretations exist,Conflicting interpretations,2017-04-20,Uncertain significance,Uncertain significance,,SCV000588044.1,conflicting_interpretations,['25741868'],1
54800,VCV000054800,80357263,BRCA1,"CONFLICT: University of Washington Department of Laboratory Medicine, University of Washington",,Multiple interpretations exist,Conflicting interpretations,2023-03-23,Likely benign,Likely benign,,SCV003850787.1,conflicting_interpretations,"['31911673', '31911673']",2
54790,VCV000054790,80357184,BRCA1,"CONFLICT: Labcorp Genetics (formerly Invitae), Labcorp",,Multiple interpretations exist,Conflicting interpretations,2024-02-29,Uncertain significance,Uncertain significance,,SCV001564940.5,conflicting_interpretations,"['11733976', '15026808', '18703817', '23867111', '28492532']",5
54790,VCV000054790,80357184,BRCA1,"CONFLICT: Color Diagnostics, LLC DBA Color Health",,Multiple interpretations exist,Conflicting interpretations,2017-04-05,Likely benign,Likely benign,,SCV004360241.2,conflicting_interpretations,['25741868'],1
54795,VCV000054795,273899702,BRCA1,"CONFLICT: Sema4, Sema4",,Multiple interpretations exist,Conflicting interpretations,2022-02-17,Uncertain significance,Uncertain significance,,SCV002538190.1,conflicting_interpretations,"['31409081', '31853058']",2
54795,VCV000054795,273899702,BRCA1,"CONFLICT: University of Washington Department of Laboratory Medicine, University of Washington",,Multiple interpretations exist,Conflicting interpretations,2023-03-23,Likely benign,Likely benign,,SCV003852296.1,conflicting_interpretations,"['31911673', '31911673']",2
54783,VCV000054783,397509041,BRCA1,"CONFLICT: Labcorp Genetics (formerly Invitae), Labcorp",,Multiple interpretations exist,Conflicting interpretations,2017-08-25,Pathogenic,Pathogenic,,SCV001582768.5,conflicting_interpretations,"['19499246', '20104584', '28492532']",3
54783,VCV000054783,397509041,BRCA1,"CONFLICT: ClinVar Staff, National Center for Biotechnology Information (NCBI)",,Multiple interpretations exist,Conflicting interpretations,2018-01-25,not provided,Unknown,,SCV000679242.1,conflicting_interpretations,['19499246'],1
54793,VCV000054793,397509046,BRCA1,"CONFLICT: ClinVar Staff, National Center for Biotechnology Information (NCBI)",,Multiple interpretations exist,Conflicting interpretations,2018-01-25,not provided,Unknown,,SCV000679247.1,conflicting_interpretations,['22798144'],1
54784,VCV000054784,397509042,BRCA1,CONFLICT: GeneKor MSA,,Multiple interpretations exist,Conflicting interpretations,2020-01-01,Pathogenic,Pathogenic,,SCV000693524.2,conflicting_interpretations,['25741868'],1
54784,VCV000054784,397509042,BRCA1,"CONFLICT: ClinVar Staff, National Center for Biotechnology Information (NCBI)",,Multiple interpretations exist,Conflicting interpretations,2018-01-25,not provided,Unknown,,SCV000679243.1,conflicting_interpretations,['10980541'],1
54787,VCV000054787,80357479,BRCA1,CONFLICT: Quest Diagnostics Nichols Institute San Juan Capistrano,,Multiple interpretations exist,Conflicting interpretations,2018-11-12,Uncertain significance,Uncertain significance,,SCV000887661.3,conflicting_interpretations,"['16267036', '26467025']",2
54787,VCV000054787,80357479,BRCA1,"CONFLICT: University of Washington Department of Laboratory Medicine, University of Washington",,Multiple interpretations exist,Conflicting interpretations,2023-03-23,Likely benign,Likely benign,,SCV003852529.1,conflicting_interpretations,"['31911673', '31911673']",2
54788,VCV000054788,397509045,BRCA1,"CONFLICT: Labcorp Genetics (formerly Invitae), Labcorp",,Multiple interpretations exist,Conflicting interpretations,2024-01-24,Pathogenic,Pathogenic,,SCV004296821.2,conflicting_interpretations,"['20104584', '22486713', '35710434', '28492532']",4
54788,VCV000054788,397509045,BRCA1,"CONFLICT: ClinVar Staff, National Center for Biotechnology Information (NCBI)",,Multiple interpretations exist,Conflicting interpretations,2018-01-25,not provided,Unknown,,SCV000679608.1,conflicting_interpretations,['22486713'],1
54798,VCV000054798,80357923,BRCA1,"CONFLICT: Color Diagnostics, LLC DBA Color Health",,Multiple interpretations exist,Conflicting interpretations,2020-04-13,Pathogenic,Pathogenic,,SCV001734604.1,conflicting_interpretations,['25741868'],1
54775,VCV000054775,397509037,BRCA1,"CONFLICT: ClinVar Staff, National Center for Biotechnology Information (NCBI)",,Multiple interpretations exist,Conflicting interpretations,2018-01-25,not provided,Unknown,,SCV000679246.1,conflicting_interpretations,['9609997'],1
54775,VCV000054775,397509037,BRCA1,"CONFLICT: University of Washington Department of Laboratory Medicine, University of Washington",,Multiple interpretations exist,Conflicting interpretations,2023-03-23,Likely benign,Likely benign,,SCV003847422.1,conflicting_interpretations,"['31911673', '31911673']",2
54781,VCV000054781,397509039,BRCA1,"CONFLICT: ClinVar Staff, National Center for Biotechnology Information (NCBI)",,Multiple interpretations exist,Conflicting interpretations,2018-01-25,not provided,Unknown,,SCV000679607.1,conflicting_interpretations,['12203997'],1
54781,VCV000054781,397509039,BRCA1,CONFLICT: Ambry Genetics,,Multiple interpretations exist,Conflicting interpretations,2021-12-29,Uncertain significance,Uncertain significance,,SCV002610542.2,conflicting_interpretations,['12203997'],1
54781,VCV000054781,397509039,BRCA1,"CONFLICT: University of Washington Department of Laboratory Medicine, University of Washington",,Multiple interpretations exist,Conflicting interpretations,2023-03-23,Likely benign,Likely benign,,SCV003847311.1,conflicting_interpretations,"['31911673', '31911673']",2
54765,VCV000054765,397509033,BRCA1,"CONFLICT: ClinVar Staff, National Center for Biotechnology Information (NCBI)",,Multiple interpretations exist,Conflicting interpretations,2018-01-25,not provided,Unknown,,SCV000679245.1,conflicting_interpretations,['18835712'],1
